nom;type;prérequis str;prérequis end;prérequis dex;prérequis int;prérequis wis;prérequis archerie;prérequis attaque;bonus str;bonus end;bonus dex;bonus int;bonus  wis;prérequis archerie;prérequis attaque;ca;puissance terre;puissance eau;puissance air;puissance feu;puissance lumière;puissance nécromancie;résistance terre;résistance eau;résistance air;résistance feu;résistance lumière;résistance nécromancie;attaque;esquive;archerie;parade;coup puissant;coup assommant;coup critique;transpercer l'armure;guérison rapide;méditation;immobilisation;profusion de mana;vol;se cacher;piller;chercher;métier;effet;remarque
Bouclier du pourfendeur de mage;Boucliers et Focus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Améthyste focus de pouvoir;Boucliers et Focus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Onyx focus de pouvoir (équilibrage);Boucliers et Focus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pierre étoilée;Boucliers et Focus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0 Gourdin de Gob' (+3);Armes de mêlée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24 Rapière du bretteur (+3);Armes de mêlée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24 Dague en ivoire (+3);Armes de mêlée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33 Cimeterre à pommeau isolant;Armes de mêlée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39 Cognée de bucheron (+3);Armes de mêlée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40 Masse des Ogres (+3);Armes de mêlée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53 Epée courte d'Orkanis (+3);Armes de mêlée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53 Fleuret;Armes de mêlée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53 Epée du froid;Armes de mêlée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53 Epée du froid de main gauche (dual);Armes de mêlée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68 Couteau de cuisine Nain (+3);Armes de mêlée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70 Lance d'alourdissement (2 mains);Armes de mêlée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71 Épée d'argent (2 mains);Armes de mêlée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80 Lance d'alourdissement important (2 mains);Armes de mêlée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
82 Sabre à crosse de nacre (+3);Armes de mêlée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
97 Dague d'obscurantis (+3);Armes de mêlée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
97 Dague d'obscurantis de main gauche (dual) (+3);Armes de mêlée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
126 Dague de jade (+3);Armes de mêlée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
140 Épée incrustée de glace de main gauche (dual) (+3);Armes de mêlée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
155 Cimeterre du Zéphyr (+3);Armes de mêlée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
155 Cimeterre du Zéphyr de main gauche (dual) (+3);Armes de mêlée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
155 Hachette d'acier fin (+3);Armes de mêlée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
155 Hachette d'acier fin de main gauche (dual) (+3);Armes de mêlée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
175 Poings du pugiliste (2 mains) (+2);Armes de mêlée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
184 Dague de l'assassin de main gauche (dual) (+3);Armes de mêlée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
184 Hache de guerre Baatorienne (2 mains) (+3);Armes de mêlée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
242 Epée de la Rose Noire de main gauche (dual) (+3);Armes de mêlée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300 Lame vipérine de main gauche (dual) (+3);Armes de mêlée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
317 Kandjar de destinée;Armes de mêlée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
320 Épée de glace incrustée de saphir de main gauche (dual) (+3);Armes de mêlée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
320 Lame enchantée (+2);Armes de mêlée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
320 Lame enchantée de main gauche (+2);Armes de mêlée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
324 Fleuret de défaillance;Armes de mêlée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
372 Lame de perdition ??;Armes de mêlée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
372 Lame de perdition enchantée (+1);Armes de mêlée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
372 Lame de perdition runique (+2);Armes de mêlée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
372 Eventreuse (+3);Armes de mêlée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
372 Eventreuse de main gauche (+3);Armes de mêlée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
372 Éventreuse étoilée (+4) Existe plus;Armes de mêlée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
387 Épée Batarde d'Adamantium (+3);Armes de mêlée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
459 Cimeterre de Rubis (+3);Armes de mêlée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
459 Cimeterre de Rubis de main gauche (dual) (+3);Armes de mêlée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
474 Epée à deux mains en titane (+2);Armes de mêlée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
532 Épée de Diamants (+3);Armes de mêlée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
532 Épée de Diamants de main gauche (+3);Armes de mêlée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
590 Epée de Liridell (2 mains) (+4);Armes de mêlée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
590 Hache de Liridell (2 mains) (+4);Armes de mêlée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
662 Cimeterre des Ancêtres;Armes de mêlée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
662 Cimeterre des Ancêtres Enchanté (+1);Armes de mêlée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
662 Cimeterre des Ancêtres Runique (+2);Armes de mêlée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
662 Cimeterre incrusté d'émeraudes (+3);Armes de mêlée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
662 Cimeterre incrusté d'émeraudes de main gauche (dual) (+3);Armes de mêlée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
677 Epée bâtarde des Ancêtres;Armes de mêlée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
677 Epée bâtarde des Ancêtres Enchantée (+1);Armes de mêlée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
677 Epée bâtarde des Ancêtres Runique (+2);Armes de mêlée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
677 Épée des braves (+3);Armes de mêlée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
677 Épée des braves de main gauche (+3);Armes de mêlée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
691 Épée à deux mains des ancêtres;Armes de mêlée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
691 Épée à deux mains des ancêtres Enchantée (+1);Armes de mêlée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
691 Épée à deux mains des ancêtres Runique (+2);Armes de mêlée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
706 Lame des Chimères (2 mains) (+3);Armes de mêlée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
735 Hache large des Ancêtres (2 mains);Armes de mêlée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
735 Hache large des Ancêtres Enchantée (2 mains) (+1);Armes de mêlée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
735 Hache large des Ancêtres Runique (2 mains) (+2);Armes de mêlée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
735 Écimeuse (2 mains) (+3);Armes de mêlée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
735 Écimeuse incrustée d'étoiles (2 mains) (+4);Armes de mêlée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
807 Cimeterre en métrolite doré (+3);Armes de mêlée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
822 Epée une main et demi vibrante (+3)  (lente);Armes de mêlée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
836 Lame de l'infatiguable (+3) (bof);Armes de mêlée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
880 Cimeterre en métrolite robuste (+3);Armes de mêlée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
894 Exterminatrice (+3);Armes de mêlée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
894 Glaive terrestre (+3);Armes de mêlée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
894 Glaive de givre (+3);Armes de mêlée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
894 Glaive virevoltant (+3);Armes de mêlée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
894 Glaive flamboyant (+3);Armes de mêlée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
909 Claymore d'extinction (2 mains) (+3);Armes de mêlée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
909 Claymore d'extinction étoilée (2 mains) (+4);Armes de mêlée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
909 Hallebarde terrestre (2 mains) (+3);Armes de mêlée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
909 Hallebarde de givre (2 mains) (+3);Armes de mêlée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
909 Hallebarde virevoltante (2 mains) (+3);Armes de mêlée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
909 Hallebarde flamboyante (2 mains) (+3);Armes de mêlée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1025 Fauchon en acier frappé (? mains) (+2) (new);Armes de mêlée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1050 Flamberge ancestrale (2 mains) (+3) (mod);Armes de mêlée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22 Bâton du maudit (deux mains);Sceptres, Fléaux et marteaux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22 Bâton des ombres (deux mains);Sceptres, Fléaux et marteaux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22 Bâton de dilapidation (deux mains);Sceptres, Fléaux et marteaux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24 Bâton de déprédation (deux mains);Sceptres, Fléaux et marteaux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0 Sceptre thanataire (deux mains);Sceptres, Fléaux et marteaux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16 Sceptre de résistance (2 mains);Sceptres, Fléaux et marteaux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16 Sceptre de sagesse (2 mains);Sceptres, Fléaux et marteaux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16 Sceptre d'intelligence (2 mains);Sceptres, Fléaux et marteaux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26  Sceptre de drain de mana (2 mains);Sceptres, Fléaux et marteaux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26 Sceptre de drain de vie (2 mains);Sceptres, Fléaux et marteaux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28  Sceptre de luminescence (2 mains);Sceptres, Fléaux et marteaux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35 Sceptre arrondi de Zlüg (une main);Sceptres, Fléaux et marteaux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43 Sceptre des abysses (2 mains);Sceptres, Fléaux et marteaux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68 Sceptre de Ravage (2 mains);Sceptres, Fléaux et marteaux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
69 Sceptre des Arts occultes (2 mains);Sceptres, Fléaux et marteaux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68 Sceptre de Déflagration (2 mains);Sceptres, Fléaux et marteaux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68 Sceptre de Déferlante (2 mains);Sceptres, Fléaux et marteaux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68 Sceptre de Rafale (2 mains);Sceptres, Fléaux et marteaux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
69 Sceptre de L'ascète (2 mains);Sceptres, Fléaux et marteaux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
110 Sceptre d'espoir (2 mains);Sceptres, Fléaux et marteaux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
270 Fléau enchanté;Sceptres, Fléaux et marteaux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
270 Fléau enchanté de main gauche;Sceptres, Fléaux et marteaux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
310 Fléau en acier poli;Sceptres, Fléaux et marteaux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
310 Fléau en acier poli béni (+1);Sceptres, Fléaux et marteaux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
310 Fléau en acier poli sacré (+2);Sceptres, Fléaux et marteaux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
310 Fléau d'arme du jugement (+3);Sceptres, Fléaux et marteaux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
360 Fléau en acier forgé;Sceptres, Fléaux et marteaux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
360 Fléau en acier forgé béni (+1);Sceptres, Fléaux et marteaux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
360 Fléau en acier forgé sacré (+2);Sceptres, Fléaux et marteaux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
360 Fléau d'arme du destin (+3);Sceptres, Fléaux et marteaux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
400 Fléau d'adamantite;Sceptres, Fléaux et marteaux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
400 Fléau d'adamantite béni (+1);Sceptres, Fléaux et marteaux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
400 Fléau d'adamantite sacré (+2);Sceptres, Fléaux et marteaux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
400 Fléau d'arme de l'éternité (+3);Sceptres, Fléaux et marteaux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
420 Nova (+3);Sceptres, Fléaux et marteaux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
469 Fléau du croisé (+3);Sceptres, Fléaux et marteaux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
642 Fléau du preux (+3);Sceptres, Fléaux et marteaux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
520 Fléau de la clarté rayonnante (+2);Sceptres, Fléaux et marteaux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30 Maillet du Maudit (+3);Sceptres, Fléaux et marteaux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60 Maillet du Profane (+3);Sceptres, Fléaux et marteaux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90 Maillet du Malin (+3);Sceptres, Fléaux et marteaux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
110 Maillet du Damné (+3);Sceptres, Fléaux et marteaux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
140 Marteau du Maudit (+3);Sceptres, Fléaux et marteaux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
170 Marteau du profane (+3);Sceptres, Fléaux et marteaux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210 Marteau du Malin (+3);Sceptres, Fléaux et marteaux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
260 Marteau du damné (+3);Sceptres, Fléaux et marteaux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
310 Marteau d'armes renforcé du maudit (+3);Sceptres, Fléaux et marteaux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
360 Marteau d'armes renforcé du profane (+3);Sceptres, Fléaux et marteaux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
400 Marteau d'armes renforcé du malin (+3);Sceptres, Fléaux et marteaux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
420 Mjölnir du damné (+3);Sceptres, Fléaux et marteaux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28 Flèches en frêne;Carquois et arcs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35 Flèches de l'éclaireur;Carquois et arcs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39 Flèches de puanteur;Carquois et arcs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41 Flèches paralysantes;Carquois et arcs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67 Flèches en noyer;Carquois et arcs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
84 Flèches à pointes d'acier;Carquois et arcs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
95 Flèches en chêne;Carquois et arcs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
161 Flèches puissamment empoisonnées;Carquois et arcs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
184 Flèches lumineuses;Carquois et arcs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
184 Flèches de la terre;Carquois et arcs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
184 Flèches du vent;Carquois et arcs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
349 Flèches perceuses d'armure;Carquois et arcs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
349 Flèches assommantes;Carquois et arcs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
372 Flèches naines;Carquois et arcs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
372 Flèches sifflantes;Carquois et arcs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
372 Flèches de feu;Carquois et arcs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
372 Flèches de glace;Carquois et arcs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
372 Flèches elfiques;Carquois et arcs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
372 Flèches de rejet;Carquois et arcs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
372 Flèches de certitude;Carquois et arcs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
445 Flèches d'ébonite;Carquois et arcs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
610 Flèches terrestres;Carquois et arcs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
610 Flèches glacées;Carquois et arcs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
610 Flèches de décharge;Carquois et arcs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
610 Flèches incendiaires;Carquois et arcs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
610 Flèches pestilentielles;Carquois et arcs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
649 Flèches à pointes de verre;Carquois et arcs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
840 Flèches à pointe de diamant;Carquois et arcs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39 Arc en os du désert (+3);Carquois et arcs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
97 Vibrevent (+3);Carquois et arcs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
184 Porteveuve (+3);Carquois et arcs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
282 Arc de glace enchanté (+3);Carquois et arcs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
285 Zéphyr bleuté (+3);Carquois et arcs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
372 Vipère Argentée (+3);Carquois et arcs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
372 Lune Etoilé (Vipère Argentée +4);Carquois et arcs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
445 Arc Long des Etoiles (+3);Carquois et arcs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
445 Arc Long des Maîtres Etoilés (Long des Étoiles +4);Carquois et arcs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
590 Arc de Liridell (Arc HE +4);Carquois et arcs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
677 Arc recourbé en mélèze;Carquois et arcs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
677 Arc recourbé en mélèze d'Angélus (+1);Carquois et arcs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
677 Arc recourbé en mélèze féerique (+2);Carquois et arcs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
677 Arc recourbé Catabatique (+3);Carquois et arcs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
691 Arc à poulie en mélèze;Carquois et arcs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
691 Arc à poulie en mélèze d'angélus (+1);Carquois et arcs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
691 Arc à poulie en mélèze féerique (+2);Carquois et arcs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
691 Arc à poulie du Joran (+3);Carquois et arcs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
706 Arc composite en mélèze;Carquois et arcs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
