nom;type;prérequis str;prérequis end;prérequis dex;prérequis int;prérequis wis;prérequis archerie;prérequis attaque;bonus str;bonus end;bonus dex;bonus int;bonus  wis;prérequis archerie;prérequis attaque;ca;puissance terre;puissance eau;puissance air;puissance feu;puissance lumière;puissance nécromancie;résistance terre;résistance eau;résistance air;résistance feu;résistance lumière;résistance nécromancie;attaque;esquive;archerie;parade;coup puissant;coup assommant;coup critique;transpercer l'armure;guérison rapide;méditation;immobilisation;profusion de mana;vol;se cacher;piller;chercher;métier;effet;remarque
691 Épée à deux mains des ancêtres Runique (+2);Armes de mêlée;691;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;;;;Prérequis : Force 691 Bonus : +30% attaque Dommages : 306-516 Prix: 13.267.930 (Ayanis, sous-sol métiers RW, au NO) Prix de vente : 1.326.793 Divers : 2 mains | ;
706 Lame des Chimères (2 mains) (+3);Armes de mêlée;706;;;;;;;;;;;;;;;;;;;;;;;;;;;50;;;;;;;;;;;;;;;;;Prérequis : Force 706 Bonus : +50% attaque Dommages : 353-596 Prix: 53.071.720 (Sphodros, montagnes à l'Est de RW (900,1400,3)) (il faut avoir tué une vingtaine de drakes pour qu'il vous parle) Prix de vente : 1.696.152 Encombrement : 12 Divers : 2 mains | ;
735 Hache large des Ancêtres (2 mains);Armes de mêlée;735;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Prérequis : Force 735 Dommages : 322-546 Prix : 1.439.601 (Nyctos, une maison de RW) Prix de vente : 479.867 Encombrement : 14 Divers : 2 mains | ;
735 Hache large des Ancêtres Enchantée (2 mains) (+1);Armes de mêlée;735;;;;;;;;;;;;;;;;;;;;;;;;;;;15;;;;;;;;;;;;;;;;;Prérequis : Force 735 Bonus : +15% attaque Dommages : 370-627 Prix : 4.318.803 (Regynia, à l'Est des douves de RW) Prix de vente: 959.734 Encombrement : 14 Divers : 2 mains | ;
735 Hache large des Ancêtres Runique (2 mains) (+2);Armes de mêlée;735;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;;;;Prérequis : Force 735 Bonus : +30% Attaque Dommages : 418-709 Prix: 14.396.010 (Ayanis, sous-sol métiers RW, au NO) Prix de vente : 1.439.601 Encombrement : 14 Divers : 2 mains | ;
735 Écimeuse (2 mains) (+3);Armes de mêlée;735;;;;;;;;;;;;;;;;;;;;;;;;;;;50;;;;;;;;;;;;;;;;;Prérequis : Force 735 Bonus : +50% attaque Dommages : 483-819 Prix: 57.584.040 (Sphodros, montagnes à l'Est de RW (900,1400,3)) (il faut avoir tué une vingtaine de drakes pour qu'il vous parle) Prix de vente : 1.919.468 Encombrement : 14 Divers : 2 mains | ;
735 Écimeuse incrustée d'étoiles (2 mains) (+4);Armes de mêlée;735;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;Prérequis : Force 735 Bonus : +60% attaque, +10 CP, TA, immob Dommages : 651-818 Prix: 88.000.000 (Rilouf, SH (780,1080)) Prix de vente : 5.000.000 Encombrement : 14 Divers : 2 mains | ;
807 Cimeterre en métrolite doré (+3);Armes de mêlée;807;;;;;;;;;;;;;;;;;;;;;;;;;;;50;;;;;;;;;;;;;;;;;Prérequis : Force 807 Bonus : +50% attaque Dommages : 282-483 Obtention : Forgeron 84 Encombrement : 8 Divers : 1 main | ;
822 Epée une main et demi vibrante (+3)  (lente);Armes de mêlée;822;;;;;;;;;;;;;;;;;;;;;;;;;;;50;;;;;;;;;;;;;;;;;Prérequis : Force 822 Bonus : +50% attaque Dommages : 324-556 Obtention : Forgeron 85 Encombrement : 10 Divers : 1 main | ;
836 Lame de l'infatiguable (+3) (bof);Armes de mêlée;836;;;;;;;;;;;;;;;;;;;;;;;;;;;50;;;;;;;;;;;;;;;;;Prérequis : Force 836 Bonus : +50% attaque Dommages : 393-677 Obtention : Forgeron 87 Encombrement : 12 Divers : 1 main | ;
880 Cimeterre en métrolite robuste (+3);Armes de mêlée;880;;;;;;;;;;;;;;;;;;;;;;;;;;;50;;;;;;;;;;;;;;;;;Prérequis : Force 880 Bonus : +50% attaque Dommages : 298-516 Obtention : Forgeron 89 Encombrement : 8 Divers : 1 main | ;
894 Exterminatrice (+3);Armes de mêlée;894;;;;;;;;;;;;;;;;;;;;;;;;;;;50;;;;;;;;;;;;;;;;;Prérequis : Force 894 Bonus : +50% attaque Dommages : 343-594 Obtention : Forgeron 91 Encombrement : 10 Divers : 1 main | ;
894 Glaive terrestre (+3);Armes de mêlée;138;;;36;138;;;;;;;;;;;;;;;;;;;;;;;50;;;;;;;;;;;;;;;;;Prérequis : Force 894, sagesse 138, intelligence 36 Bonus : +50% attaque Bonus : Sort de malus d'esquive (vert) sur la cible (env 18%) Dommages : 343-594 Obtention : Forgeron 97 Version mauve : Forgeron 97 Encombrement : 10 Divers : 1 main | ;
894 Glaive de givre (+3);Armes de mêlée;36;;;138;36;;;;;;;;;;;;;;;;;;;;;;;50;;;;;;;;;;;;;;;;;Prérequis : Force 894, Sagesse 36, Intelligence 138 Bonus : +50% attaque Bonus : Sort de malus d'attaque et archerie sur la cible (env 18%) Dommages : 343-594 Obtention : Forgeron 101 Version mauve : Forgeron 101 Version jaune : Forgeron 101 Encombrement : 10 Divers : 1 main | ;
894 Glaive virevoltant (+3);Armes de mêlée;87;;;87;87;;;;;;;;;;;;;;;;;;;;;;;50;;;;;;;;;;;;;;;;;Prérequis : Force 894, sagesse 87, intelligence 87 Bonus : +50% attaque Bonus : Sort de ralentissement de la vitesse de lancement des sorts de la cible (18% environ) Dommages : 343-594 Obtention : Forgeron 99 Version mauve : Forgeron 101 Encombrement : 10 Divers : 1 main | ;
894 Glaive flamboyant (+3);Armes de mêlée;36;;;138;36;;;;;;;;;;;;;;;;;;;;;;;50;;;;;;;;;;;;;;;;;Prérequis : Force 894, sagesse 36, intelligence 138 Bonus : +50% attaque Bonus : Sort de malus de la CA (bleu clair) de la cible (env 18%) Dommages : 343-594 Obtention : Forgeron 103 Version mauve : Forgeron 101 Encombrement : 10 Divers : 1 main | ;
909 Claymore d'extinction (2 mains) (+3);Armes de mêlée;909;;;;;;;;;;;;;;;;;;;;;;;;;;;50;;;;;;;;;;;;;;;;;Prérequis : Force 909 Bonus : +50% attaque Dommages : 416-722 Obtention : Forgeron 93 Encombrement 12 Divers : 2 mains | ;
909 Claymore d'extinction étoilée (2 mains) (+4);Armes de mêlée;909;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;Prérequis : Force 909 Bonus : +60% attaque, +10 Immob CP et TA Dommages : 416-722 Obtention : Quête du forgeron Durikh Encombrement : 12 Divers: 2 mains | ;
909 Hallebarde terrestre (2 mains) (+3);Armes de mêlée;138;;;36;138;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;Prérequis : Force 909, Sagesse 138, intelligence 36 Bonus : +50% attaque, +10 Immob CP et TA Bonus : Sort de malus d'esquive (vert) sur la cible (env 18%) Dommages : 416-722 Obtention : Forgeron 98 Version mauve : Forgeron 102 Prix de vente : 2.582.470 Encombrement : 12 Divers : 2 mains | ;
909 Hallebarde de givre (2 mains) (+3);Armes de mêlée;36;;;138;36;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;Prérequis : Force 909, Sagesse 36, Intelligence 138 Bonus : +50% attaque, +10 Immob CP et TA Bonus : Sort de malus d'attaque et archerie sur la cible (env 18%) Dommages : 416-722 Obtention : Forgeron 102 Version mauve : Forgeron 102 Prix de vente : 2.582.470 Encombrement : 12 Divers : 2 mains | ;
909 Hallebarde virevoltante (2 mains) (+3);Armes de mêlée;87;;;87;87;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;Prérequis : Force 909, Sagesse 87, Intelligence 87 Bonus : +50% attaque, +10 Immob CP et TA Bonus : Sort de ralentissement de la vitesse de lancement des sorts de la cible (18% environ) Dommages : 416-722 Obtention : Forgeron 100 Version mauve : Forgeron 102 Prix de vente : 2.582.470 Encombrement : 12 Divers : 2 mains | ;
909 Hallebarde flamboyante (2 mains) (+3);Armes de mêlée;36;;;138;36;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;Prérequis : Force 909, Sagesse 36, Intelligence 138 Bonus : +50% attaque, +10 Immob CP et TA Bonus : Sort de malus de la CA (bleu clair) de la cible (env 18%) Dommages : 416-722 Obtention : Forgeron 104 Version mauve : Forgeron 102 Prix de vente : 2.582.470 Encombrement : 12 Divers : 2 mains | Fauchon | ;
1025 Fauchon en acier frappé (? mains) (+2) (new);Armes de mêlée;26;;;36;26;;;;;;;;;;;;;;;;;;;;;;;33;;;;;;;;;;;;;;;;;Prérequis : Force 1025, Sagesse 26 et Intelligence 36 Bonus : +33% attaque Dégâts : 418-610 | ;
1050 Flamberge ancestrale (2 mains) (+3) (mod);Armes de mêlée;909;;;138;138;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;Prérequis : Force 1050 (old 909), sag 102, intel 112 (old 138 intel et sagesse) Bonus : +50% attaque, +10 CP et TA, +15 immob (old +10) Bonus : Sort de malus de la CA (bleu clair) de la cible (env 18%) Bonus : Sort de malus d'esquive (vert) sur la cible (env 18%) Bonus : Ralentissement de la vitesse de lancement des sorts de la cible (env 18%) Bonus : Sort de malus d'attaque et archerie sur la cible (env 18%) Dommages : 446-772 (old 416-722) Obtention : Forgeron 105 (demande une lame gemme sombr;
Les Bâtons divers;Sceptres, Fléaux et marteaux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22 Bâton du maudit (deux mains);Sceptres, Fléaux et marteaux;72;;;18;;;;;;;30;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;;;;Prérequis : Force  22, intell 72, sag 18 Dégâts : 14-23 Bonus : +10 intelligence, +30% attaque Encombrement : 11 Obtention : Ebéniste 38 | ;
22 Bâton des ombres (deux mains);Sceptres, Fléaux et marteaux;62;;;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Prérequis : Force  22, intell 62, sag 13 Dégâts : 16-25 Bonus : +15 puissance nécro, -10 puissance lumière, -5 résist terre air eau feu Encombrement : 4 Obtention : Ebéniste 55 | ;
22 Bâton de dilapidation (deux mains);Sceptres, Fléaux et marteaux;58;;34;39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;Prérequis : Force  22, intell 58, sag 39, dext 34 Dégâts : 11-20 Bonus : Lors d'un combat, vole parfois 5 à 10% de l'or de l'adversaire Encombrement : 4 Obtention : Ebéniste 61 | ;
24 Bâton de déprédation (deux mains);Sceptres, Fléaux et marteaux;65;;43;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;;;;;Prérequis : Force  24, intell 65, sag 52, dex 43 Dégâts : 16-35 Bonus : Lors d'un combat, vole parfois 10 à 15% de l'or de l'adversaire Encombrement : 8 Obtention : Ebéniste 98 | ;
Les Sceptres pour mages/prêtres;Sceptres, Fléaux et marteaux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0 Sceptre thanataire (deux mains);Sceptres, Fléaux et marteaux;;;;;;;;;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Prérequis : Aucun Dégâts : ?? Bonus : +20 intelligence Encombrement : 8 Obtention : Quête des livres de chance | ;
16 Sceptre de résistance (2 mains);Sceptres, Fléaux et marteaux;39;;;39;39;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;Prérequis : Force 16, Sagesse 39, Intelligence 39 Dommages : 14-23 Bonus : +3 CA, +3 résistance terre air eau feu, +10% Attaque Encombrement : 11 Obtention :  Forgeron lvl 39 | ;
16 Sceptre de sagesse (2 mains);Sceptres, Fléaux et marteaux;48;;;;48;;;;;;;30;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;;;;Prérequis : Force 16, Sagesse 48 Dommages : 14-23 Bonus : +15 Sagesse, +30% Attaque Encombrement : 11 Obtention :  Forgeron lvl 31 | ;
16 Sceptre d'intelligence (2 mains);Sceptres, Fléaux et marteaux;16;;;48;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;Prérequis : Force 16, Intelligence 48 Dommages : 14-23 Bonus : +15 Intelligence, +10 méditation Encombrement : 11 Obtention :  Forgeron lvl 33 | ;
26  Sceptre de drain de mana (2 mains);Sceptres, Fléaux et marteaux;47;87;;62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Prérequis : Force : 26, Endu 47, Intel 87, Sag 62 Dommages : 14-25 Bonus : +6 Puissance nécro Ote à l'adversaire un certain nombre de points de Mana à chaque coup porté Encombrement : 11 Obtention : Ebéniste lvl 50 | ;
26 Sceptre de drain de vie (2 mains);Sceptres, Fléaux et marteaux;47;134;;15;;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;;;;Prérequis : Force 26, Endu 47, Intel 134, Sag 15 Dommages : 14-25 Bonus : +30% Attaque Ote à l'adversaire un certain nombre de points de Vie à chaque coup porté Encombrement : 11 Obtention : Ebéniste lvl 62 | ;
28  Sceptre de luminescence (2 mains);Sceptres, Fléaux et marteaux;47;13;;62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Prérequis : Force : 28, Endu 47, Intel 13, Sag 62 Dommages : 16-25 Bonus : +15 puissance lumière, +100 rayon (lumière permanente) Malus : -10 puiss nécro, -5 résist terre air eau feu Encombrement : 4 Obtention : Ebéniste lvl 52 | ;
35 Sceptre arrondi de Zlüg (une main);Sceptres, Fléaux et marteaux;55;60;;60;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Prérequis : Force 35, endu 55, sagesse 60, intel 60 Dommages : 36-55 Encombrement : 8 Obtention : Quête des livres de chance | ;
43 Sceptre des abysses (2 mains);Sceptres, Fléaux et marteaux;60;;;329;60;;;;;;;;;;;;;;;;;;;;;;15;;;;;;;;;;;;;;;;;;Prérequis : Force 43, Sagesse 60, Intelligence 329 Dommages : 105-161 Bonus : +5 CA, +20 puissance nécro, +10 résistance nécro, +15 Intelligence Malus : -20 résist lumière, -10 résist terre/eau/feu/air Encombrement : 8 (4 avant 4/4/12) Obtention : Quête du Sceptre des Abysses | ;
68 Sceptre de Ravage (2 mains);Sceptres, Fléaux et marteaux;603;;;21;603;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Prérequis : Force 68, Sagesse 603, Intelligence 21 Dommages : 36-55 Bonus : +30 Puissance Terre Malus : -15 Puissance Eau, -10 résist terre/eau/feu/air Encombrement : 11 (4 avant maj) Obtention : Ebéniste lvl 89 | ;
69 Sceptre des Arts occultes (2 mains);Sceptres, Fléaux et marteaux;23;;;715;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Prérequis : Force 68, Sagesse 23, Intelligence 715 Dommages : 36-55 Bonus : +30 Puissance Nécro, +25 compétence Coup Critique Malus : -10 résist terre/eau/feu/air Encombrement : 11 (4 avant 4/4/18) Obtention : Ebéniste lvl 103 | ;
68 Sceptre de Déflagration (2 mains);Sceptres, Fléaux et marteaux;21;;;603;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Prérequis : Force 68, Sagesse 21, Intelligence  603 Dommages : 36-55 Bonus : +30 Puissance Feu Malus : -15 Puissance Eau, -10 résist terre/eau/feu/air Encombrement : 11 (4 avant maj) Obtention : Ebéniste 85 | ;
68 Sceptre de Déferlante (2 mains);Sceptres, Fléaux et marteaux;21;;;603;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Prérequis : Force 68, Sagesse 21, Intelligence 603 Dommages : 36-55 Bonus : +30 Puissance eau Malus : -15 Puissance Terre, -10 résist terre/eau/feu/air Encombrement : 11 (4 avant maj) Obtention : Ebéniste lvl 86 | ;
68 Sceptre de Rafale (2 mains);Sceptres, Fléaux et marteaux;68;;;310;314;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Prérequis : Force : 68, Sagesse : 314, Intelligence : 310 Dommages : 36-55 Bonus : +30 Puissance air Malus : -15 Puissance Terre, -10 résist terre/eau/feu/air Encombrement : 11 (4 avant maj) Obtention : Ebéniste lvl 88 | ;
69 Sceptre de L'ascète (2 mains);Sceptres, Fléaux et marteaux;715;;;23;715;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Prérequis : Force 69, Sagesse 715, Intelligence 23 Dommages : 36-55 Bonus : +30 Puissance Lumière, +25 compétence Retour à la vie Malus :  -10 résist terre/eau/feu/air Encombrement :11 (4 avant 4/4/18) Obtention : Ebéniste lvl 101 | ;
110 Sceptre d'espoir (2 mains);Sceptres, Fléaux et marteaux;131;;;23;131;;;;;;;;;;;;;;;30;;;;;;;;30;;;;;;;;;;;;;;;;;Prérequis : Force 110, Sagesse 131, Intelligence 23 Dommages : 72-111 Bonus : +20 Puissance Lumière +30% Attaque Encombrement :10 Obtention : ?? | ;
Les Fléaux pour Paladins (1 main);Sceptres, Fléaux et marteaux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
270 Fléau enchanté;Sceptres, Fléaux et marteaux;40;;248;;;;500;15;;;;15;;;;;;;20;;;;;;25;-15;-15;;;;;;;;;;;;;;;;;;Prérequis : Force  270, dex  40, sag 248, attaque 500 Dommages : 204-319 Bonus: +15 Force Sagesse, +10 Puissance Feu, +20% Attaque, +25 Endu,  -15 Résist nécro, lumière, eau Encombrement : 6 Obtention : Quête accès HumTerre, coffres caves montagnes DI, Draconigus invoqué majeur (désert RD) | ;
270 Fléau enchanté de main gauche;Sceptres, Fléaux et marteaux;40;;248;;;;500;15;;;;15;;;;;;;20;;;;;;25;-15;-15;;;;;;;;;;;;;;;;;;Prérequis : Force  270, dex  40, sag 248, attaque 500 Dommages : 206-321 Bonus: +15 Force Sagesse, +10 Puissance Feu, +20% Attaque, +25 Endu,  -15 Résist nécro, lumière, eau Encombrement : 6 Obtention : Forgeron 75 | ;
310 Fléau en acier poli;Sceptres, Fléaux et marteaux;310;;;;238;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Prérequis : Force : 310, sagesse : 238 Prix : 518.611 (Nyctos, maison dans  RW) Prix de vente : 172.870 Dégâts : 161-255 | ;
310 Fléau en acier poli béni (+1);Sceptres, Fléaux et marteaux;310;;;;238;;;;;;;;;;;;;;;;;;;;;;;15;;;;;;;;;;;;;;;;;Prérequis : Force : 310, sagesse : 238 Bonus :+15% attaque Prix : 1.555.833 (Regyna à l'est de RW, au-delà les douves) Prix de vente : 345.740 Dégâts : 185-293 | ;
310 Fléau en acier poli sacré (+2);Sceptres, Fléaux et marteaux;310;;;;238;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;;;;Prérequis : Force : 310, sagesse : 238 Bonus : +30% attaque Prix : 5.186.110 (Ayanis, sous-sol RW, au NO) Prix de vente : 518.611 Dégâts : 209-331 | ;
310 Fléau d'arme du jugement (+3);Sceptres, Fléaux et marteaux;310;;;;238;;;;;;;;;;;;;;;;;;;;;;;50;;;;;;;;;;;;;;;;;Prérequis : Force : 310, sagesse : 238 Bonus : +50% attaque Prix: 20.744.440 (Sphodros, montagnes est RW, (900,1400,3)) Prix de vente: 691.481 Dégâts: 241-382 | ;
360 Fléau en acier forgé;Sceptres, Fléaux et marteaux;360;;;;272;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Prérequis : Force : 360, sagesse : 272 Prix : 705.714 (Nyctos, maison dans RW) Prix de vente : 235.238 Dégâts : 187-297 | ;
360 Fléau en acier forgé béni (+1);Sceptres, Fléaux et marteaux;360;;;;272;;;;;;;;;;;;;;;;;;;;;;;15;;;;;;;;;;;;;;;;;Prérequis : Force : 360, sagesse : 272 Bonus : +15% attaque Prix : 2.117.142 (Regyna à l'est de RW, au-delà les douves) Prix de vente : 470.476 Dégâts : 215-341 | ;
360 Fléau en acier forgé sacré (+2);Sceptres, Fléaux et marteaux;360;;;;272;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;;;;Prérequis : Force : 360, sagesse : 272 Bonus : +30% attaque Prix : 7.057.140 (Ayanis, sous-sol RW, au NO) Prix de vente : 705.714 Dégâts : 243-385 | ;
360 Fléau d'arme du destin (+3);Sceptres, Fléaux et marteaux;360;;;;272;;;;;;;;;;;;;;;;;;;;;;;50;;;;;;;;;;;;;;;;;Prérequis : Force : 360, sagesse : 272 Bonus : +50% attaque Prix: 28.228.560 (Sphodros, montagnes est RW, (900,1400,3)) Prix de vente: 940.952 Dégâts: 280-444 | ;
400 Fléau d'adamantite;Sceptres, Fléaux et marteaux;400;;;;299;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Prérequis : Force : 400, sagesse : 299 Prix : 921.581 (Nyctos, maison dans RW) Prix de vente: 30.719 Dégâts: ?? Encombrement : 7 | ;
400 Fléau d'adamantite béni (+1);Sceptres, Fléaux et marteaux;400;;;;299;;;;;;;;;;;;;;;;;;;;;;;15;;;;;;;;;;;;;;;;;Prérequis : Force : 400, sagesse : 299 Bonus : +15% attaque Prix : 2.764.743 (Regyna à l'est de RW, au-delà les douves) Prix de vente: 51.439 Dégâts: ?? Encombrement : 7 | ;
400 Fléau d'adamantite sacré (+2);Sceptres, Fléaux et marteaux;400;;;;299;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;;;;Prérequis : Force : 400, sagesse : 299 Bonus : +30% attaque Prix : 9.215.810 (Ayanis, sous-sol RW, au NO) Prix de vente: 921.581 Dégâts: ?? Encombrement : 7 | ;
400 Fléau d'arme de l'éternité (+3);Sceptres, Fléaux et marteaux;400;;;;299;;;;;;;;;;;;;;;;;;;;;;;50;;;;;;;;;;;;;;;;;Prérequis : Force : 400, sagesse : 299 Bonus : +50% attaque Prix : 36.863.240 (Sphodros, montagnes est RW, (900,1400,3)) Dégâts: 305-485 Encombrement : 7 | ;
420 Nova (+3);Sceptres, Fléaux et marteaux;420;;;;342;;;;;;;;;;;;;;;;;;;;;;;50;;;;;;;;;;;;;;;;;Prérequis : Force : 420, sagesse : 342 Bonus : +10 Puissance lumière, + 50% Attaque Obtention : forgeron 96 Dégâts: 316 - 504 Encombrement : 7 | ;
469 Fléau du croisé (+3);Sceptres, Fléaux et marteaux;483;;;;483;;;;;;;;;;;;;;;50;;;;;;;;;;;;;;;;;;;;;;;;;Prérequis : Force 469, Sagesse  483 Bonus : +10 puissance lumière, +50% attaque Obtention : forgeron 103 Dégâts: 312 - 539 Encombrement : 6 | ;
642 Fléau du preux (+3);Sceptres, Fléaux et marteaux;340;;98;;340;;;;;;;;;;;;;;;;;;;;;;;50;;;;;;;;;;;;;;;;;Prérequis : Force 642, Sagesse 340, Dextérité 98 Bonus : +50% attaque Obtention : forgeron 103 Dégâts: 312 - 539 Encombrement : 6 | ;
520 Fléau de la clarté rayonnante (+2);Sceptres, Fléaux et marteaux;322;;;;322;;;;;;;;;;;;;;;;;;;;;;;5;;;;;40;;5;;;;;;;;;;Prérequis : Force 520, Sagesse 322 Bonus : +10 puissance lumière, immob, Coup Assommant +40% attaque +5 transpercer  Armure Obtention : forgeron Urtanar Dégâts: 217 - 525 Encombrement : 6 | ;
Les Marteaux pour Antépal (1 main);Sceptres, Fléaux et marteaux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Voir aussi l'article ANTEPAL  ...===>>   la classe antépal est supprimée et remplacée par mage de guerre  !!! | ;
30 Maillet du Maudit (+3);Sceptres, Fléaux et marteaux;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;;;;;;;;;;;;;;;;;FOR: 30, INT: 29 Obtention : Quête du Damné / 48.280 (Kerniel, WH, (1660,1220)) Prix de vente: --- Dégâts: 17-27 Bonus: +50% attaque | ;
60 Maillet du Profane (+3);Sceptres, Fléaux et marteaux;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;;;;;;;;;;;;;;;;;FOR: 60, INT: 54 Obtention : Quête du Damné / 187.650 (Kerniel, WH, (1660,1220)) Prix de vente: --- Dégâts: 34-55 Bonus: +50% attaque | ;
90 Maillet du Malin (+3);Sceptres, Fléaux et marteaux;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;;;;;;;;;;;;;;;;;FOR: 90, INT: 78 Obtention : Quête du Damné / 418.990 (Kerniel, WH, (1660,1220)) Prix de vente: --- Dégâts: 51-85 Bonus: +50% attaque | ;
110 Maillet du Damné (+3);Sceptres, Fléaux et marteaux;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;;;;;;;;;;;;;;;;;FOR: 110, INT: 94 Obtention : Quête du Damné / 631.440 (Kerniel, WH, (1660,1220)) Prix de vente: --- Dégâts: 64-106 Bonus: +50% attaque | ;
140 Marteau du Maudit (+3);Sceptres, Fléaux et marteaux;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;;;;;;;;;;;;;;;;;FOR 140, INT 117 Prix : 3.691.220 (Naadriel, SilverSky (1440,2515)) Dégâts : 84-139 Bonus :+50% attaque | ;
170 Marteau du profane (+3);Sceptres, Fléaux et marteaux;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;;;;;;;;;;;;;;;;;FOR: 170, INT: 139 Prix: 6.470.010 (Naadriel, SilverSky (1440,2515)) Prix de vente: --- Dégâts: 105-173 Bonus: +50% attaque | ;
210 Marteau du Malin (+3);Sceptres, Fléaux et marteaux;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;;;;;;;;;;;;;;;;;FOR: 210, INT: 169 Prix: 9.554.380 (Naadriel, SilverSky (1440,2515)) Prix de vente: --- Dégâts: 134-223 Bonus: +50% attaque | ;
260 Marteau du damné (+3);Sceptres, Fléaux et marteaux;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;;;;;;;;;;;;;;;;;FOR: 260, INT: 206 Prix: 12.757.300 (Naadriel, SilverSky (1440,2515)) Prix de vente: --- Dégâts: 174 - 289 Bonus: +50% attaque | ;
310 Marteau d'armes renforcé du maudit (+3);Sceptres, Fléaux et marteaux;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;;;;;;;;;;;;;;;;;FOR: 310, INT: 242 Prix:  20.671.555 (Brokyr, sous-sol métiers de RW (1430,590)) Prix d vente: --- Dégâts: 217-360 Bonus: +50% attaque | ;
360 Marteau d'armes renforcé du profane (+3);Sceptres, Fléaux et marteaux;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;;;;;;;;;;;;;;;;;FOR: 360, INT: 277 Prix:  27.911.074 (Brokyr, sous-sol métiers de RW (1430,590)) Prix d vente: --- Dégâts: ?? Bonus: +50% attaque | ;
400 Marteau d'armes renforcé du malin (+3);Sceptres, Fléaux et marteaux;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;;;;;;;;;;;;;;;;;FOR: 400, INT: 305 Prix:  37.844.325 (Brokyr, sous-sol métiers de RW (1430,590)) Prix de vente: --- Dégâts: 302-502 Bonus: +50% attaque | ;
